Battle_title,Battle_url,Sup_1_Character,Sup_1_Name,Sup_1_Universe,Sup_2_Character,Sup_2_Name,Sup_2_Universe,Superhero_1_win,Superhero_2_win,Draw
MechaGodzilla (Showa) vs American Kaiju,https://www.superherodb.com/90-609698/,MechaGodzilla (Showa),MechaGodzilla,Toho,American Kaiju,Todd Ziller,Earth-616,100.0,0.0,0.0
Groudon vs King Ghidorah (AniGoji),https://www.superherodb.com/90-609697/,Groudon,Groudon,Pokemon,King Ghidorah (AniGoji),Ghidorah,Toho,0.0,100.0,0.0
Samurai Megazord vs Camazotz,https://www.superherodb.com/90-609695/,Samurai Megazord,,,Camazotz,Titanus Camazotz,MonsterVerse,100.0,0.0,0.0
Mother Legion vs Ghost Godzilla (GMK),https://www.superherodb.com/90-609690/,Mother Legion,Legion,Gamera,Ghost Godzilla (GMK),Gojira,Toho,100.0,0.0,0.0
Jet Jaguar (Showa) vs Ganimes (Showa),https://www.superherodb.com/90-609686/,Jet Jaguar (Showa),Jet Jaguar,Toho,Ganimes (Showa),Ganime,Toho,50.0,50.0,0.0
The Cosmic Raptor vs Doctor Doom,https://www.superherodb.com/90-609668/,The Cosmic Raptor,,,Doctor Doom,Victor Von Doom,Earth-90251,66.7,33.3,0.0
Nova vs Black Lantern,https://www.superherodb.com/90-609663/,Nova,Frankie Raye,Earth-616,Black Lantern,Thaal Sinestro,Prime Earth,0.0,100.0,0.0
Shazam Lord Marvel vs Doctor Doom,https://www.superherodb.com/90-611448/,Shazam Lord Marvel,Billy Batson,,Doctor Doom,Victor Von Doom,Earth-928,100.0,0.0,0.0
Doctor Doom vs Ares (Godwave Energy),https://www.superherodb.com/90-611445/,Doctor Doom,Victor Von Doom,Earth-14412,Ares (Godwave Energy),Ares,Prime Earth,0.0,100.0,0.0
Doctor Doom (Life Force) vs Zatanna (Otherkind),https://www.superherodb.com/90-611436/,Doctor Doom (Life Force),Victor Von Doom,,Zatanna (Otherkind),Zatanna Zatara,Prime Earth,0.0,100.0,0.0
Doctor Doom vs Mega Man (Archie Comics),https://www.superherodb.com/90-611424/,Doctor Doom,Victor Von Doom,Earth-616,Mega Man (Archie Comics),Rock Man,Mega Man,100.0,0.0,0.0
Mr. Mxyzptlk (World's Funnest) vs Franklin Richards (Beyonders Power),https://www.superherodb.com/90-611224/,Mr. Mxyzptlk (World's Funnest),Mr. Mxyzptlk,,Franklin Richards (Beyonders Power),Franklin Richards,Earth-616,50.0,50.0,0.0
Dr Manhattan vs Ion (Hand of God),https://www.superherodb.com/90-611219/,Dr Manhattan,Jonathan Osterman,Watchmen,Ion (Hand of God),Kyle Rayner,,0.0,100.0,0.0
Deathstroke (Godkiller) vs Ares (Godwave Energy),https://www.superherodb.com/90-611218/,Deathstroke (Godkiller),Slade Wilson,Prime Earth,Ares (Godwave Energy),Ares,Prime Earth,0.0,100.0,0.0
Phoenix vs Iron Herald,https://www.superherodb.com/90-611184/,Phoenix,Namor McKenzie,Earth-616,Iron Herald,Tony Stark,MAU,100.0,0.0,0.0
Destroyer vs Superman,https://www.superherodb.com/90-611173/,Destroyer,,Earth-616,Superman,Kal-El,Earth-1198,0.0,100.0,0.0
The Runner vs Jacen Solo (Oneness),https://www.superherodb.com/90-611170/,The Runner,Gilpetperdon,Earth-616,Jacen Solo (Oneness),Jacen Solo,SWL,0.0,100.0,0.0
Faora vs Sun God,https://www.superherodb.com/90-611124/,Faora,Faora Hu-Ul,Prime Earth,Sun God,Zoran,Earth-616,50.0,50.0,0.0
Hawkman vs Hulk Killer,https://www.superherodb.com/90-611104/,Hawkman,Katar Hol,Prime Earth,Hulk Killer,,Earth-616,0.0,100.0,0.0
Green Lantern vs Darkstar,https://www.superherodb.com/90-611101/,Green Lantern,Abin Sur,Prime Earth,Darkstar,Tomar-Tu,Prime Earth,100.0,0.0,0.0
X-Man vs Xa-Du,https://www.superherodb.com/90-611097/,X-Man,Nate Grey,Earth-295,Xa-Du,,,100.0,0.0,0.0
The Mad Celestial vs Shazam,https://www.superherodb.com/90-611843/,The Mad Celestial,The Mad Celestial,Earth-616,Shazam,Billy Batson,Pre-Crisis,100.0,0.0,0.0
Parallax vs Deadpool (Infinity Gauntlet),https://www.superherodb.com/90-611838/,Parallax,Hal Jordan,Prime Earth,Deadpool (Infinity Gauntlet),Wade Wilson,Earth-616,0.0,100.0,0.0
Captain America (Hydra Armour) vs Red Raven,https://www.superherodb.com/90-611829/,Captain America (Hydra Armour),Steve Rogers,Earth-61311,Red Raven,Rachel Roth,Pre-Crisis,0.0,100.0,0.0
Galactus vs Lord Drakkon (Final Form),https://www.superherodb.com/90-611821/,Galactus,Franklin Richards,Earth-9997,Lord Drakkon (Final Form),Tommy Oliver,,0.0,0.0,100.0
The Shadow Of Thunder vs Hela,https://www.superherodb.com/90-611816/,The Shadow Of Thunder,Donald Blake,,Hela,,Earth-1610,80.0,20.0,0.0
Nemesis vs Mad Jim Jaspers,https://www.superherodb.com/90-611814/,Nemesis,Nemesis,Earth-616,Mad Jim Jaspers,Jim Jaspers,Earth-616,100.0,0.0,0.0
Alien X vs Infinite Zamasu,https://www.superherodb.com/90-611813/,Alien X,Celestialsapien,,Infinite Zamasu,Zamasu,DB,100.0,0.0,0.0
Faora vs Jubilee (Full Potential),https://www.superherodb.com/90-611716/,Faora,Faora Hu-Ul,Prime Earth,Jubilee (Full Potential),Jubilation Lee,,0.0,100.0,0.0
World Breaker Hulk (Power Cosmic) vs A.M.A.Z.O (Worlogog),https://www.superherodb.com/90-611710/,World Breaker Hulk (Power Cosmic),Bruce Banner,,A.M.A.Z.O (Worlogog),Amazo,,100.0,0.0,0.0
Akhenaten vs The Monitor,https://www.superherodb.com/90-611706/,Akhenaten,Amenhotep IV,Earth-616,The Monitor,,,0.0,0.0,100.0
Titano The Super Ape vs Godzilla (Showa),https://www.superherodb.com/90-611679/,Titano The Super Ape,,Prime Earth,Godzilla (Showa),Gojira,Toho,100.0,0.0,0.0
Iron Destroyer vs Doctor Doom (Power Cosmic),https://www.superherodb.com/90-611451/,Iron Destroyer,Tony Stark,Earth-616,Doctor Doom (Power Cosmic),Victor Von Doom,Doom Universe,0.0,100.0,0.0
Jubilee (Full Potential) vs Nimrod The Hunter,https://www.superherodb.com/90-614098/,Jubilee (Full Potential),Jubilation Lee,,Nimrod The Hunter,Nimrod,Earth-616,100.0,0.0,0.0
Darkseid (Revision Mechanism) vs Silver Galactus,https://www.superherodb.com/90-614093/,Darkseid (Revision Mechanism),Uxas,Prime Earth,Silver Galactus,,Earth-982,100.0,0.0,0.0
Cyclops (Phoenix Force) vs New Son,https://www.superherodb.com/90-613444/,Cyclops (Phoenix Force),Scott Summers,,New Son,Remy LeBeau,Earth-9921,100.0,0.0,0.0
Death Seed Iceman vs New Son,https://www.superherodb.com/90-613440/,Death Seed Iceman,Bobby Drake,Earth-13133,New Son,Remy LeBeau,Earth-9921,50.0,50.0,0.0
Starro The Star Conqueror vs Ultimate Way Big,https://www.superherodb.com/90-613398/,Starro The Star Conqueror,Star-Ro,Prime Earth,Ultimate Way Big,Evolved To'kustar,,100.0,0.0,0.0
Eclipso vs Shazam,https://www.superherodb.com/90-613198/,Eclipso,,Prime Earth,Shazam,John Constantine,,33.3,0.0,66.7
Hiro-Kala vs Hela,https://www.superherodb.com/90-613191/,Hiro-Kala,Hiro-Kala,Earth-616,Hela,,Earth-1610,0.0,100.0,0.0
Anti-Man vs Darkstar,https://www.superherodb.com/90-613187/,Anti-Man,Conner Sims,Earth-616,Darkstar,Tomar-Tu,Prime Earth,100.0,0.0,0.0
Manhunter vs Ultimate Aggregor,https://www.superherodb.com/90-613186/,Manhunter,,Prime Earth,Ultimate Aggregor,Aggregor,,0.0,100.0,0.0
Abraxas vs The Galactic Gladiator,https://www.superherodb.com/90-613184/,Abraxas,Abraxas,Earth-616,The Galactic Gladiator,,Ben 10,100.0,0.0,0.0
Black Spectre vs Sentry (Merged With Void),https://www.superherodb.com/90-613180/,Black Spectre,Carson Knowles,Earth-616,Sentry (Merged With Void),Robert Reynolds,Earth-616,0.0,100.0,0.0
Elaine Belloc (Angel) vs Swamp Thing (World Tree),https://www.superherodb.com/90-613179/,Elaine Belloc (Angel),Elaine Belloc,Vertigo,Swamp Thing (World Tree),Alec Holland,Prime Earth,50.0,50.0,0.0
Subject One vs Green Light,https://www.superherodb.com/90-613064/,Subject One,Kal-El,Flashpoint,Green Light,Hal Jordan,Earth-30,0.0,100.0,0.0
Keizer Ghidorah (Millennium) vs Orga (Millennium),https://www.superherodb.com/90-612123/,Keizer Ghidorah (Millennium),Ghidorah,Toho,Orga (Millennium),Oruga,Toho,100.0,0.0,0.0
Fin Fang Foom vs Mecha-King Ghidorah (Heisei),https://www.superherodb.com/90-612122/,Fin Fang Foom,,Earth-616,Mecha-King Ghidorah (Heisei),Ghidorah,Toho,100.0,0.0,0.0
Vulcan vs Gotham Girl,https://www.superherodb.com/90-614338/,Vulcan,Gabriel Summers,Earth-616,Gotham Girl,Claire Clover,Prime Earth,100.0,0.0,0.0
Starbrand vs Green/Blue Lantern,https://www.superherodb.com/90-614332/,Starbrand,Kevin Connor,Earth-616,Green/Blue Lantern,Hal Jordan,Prime Earth,100.0,0.0,0.0
Darkseid (Soulfire Formula) vs Griever At The End Of All Things,https://www.superherodb.com/90-614331/,Darkseid (Soulfire Formula),Uxas,Prime Earth,Griever At The End Of All Things,Griever At The End Of All Things,Earth-616,100.0,0.0,0.0
Invincible vs Subjekt-17,https://www.superherodb.com/90-614328/,Invincible,Mark Grayson,Invincible,Subjekt-17,,Prime Earth,0.0,100.0,0.0
Barbatos vs Martian Manhunter (Earth Element),https://www.superherodb.com/90-614297/,Barbatos,Barbatos,Prime Earth,Martian Manhunter (Earth Element),J'onn J'onzz,,100.0,0.0,0.0
Destroyer vs New Son,https://www.superherodb.com/90-614296/,Destroyer,,Earth-616,New Son,Remy LeBeau,Earth-9921,100.0,0.0,0.0
Akhenaten vs Doctor Doom,https://www.superherodb.com/90-614295/,Akhenaten,Amenhotep IV,Earth-616,Doctor Doom,Victor Von Doom,Earth-90251,0.0,100.0,0.0
Ion (Hand of God) vs Phantom Spectre,https://www.superherodb.com/90-614288/,Ion (Hand of God),Kyle Rayner,,Phantom Spectre,"Judas Iscariot , Jim Corrigan",Prime Earth,0.0,50.0,50.0
Phantom Stranger vs Silver Surfer (Shaper Of World's Powers),https://www.superherodb.com/90-614280/,Phantom Stranger,,Prime Earth,Silver Surfer (Shaper Of World's Powers),Norrin Radd,,0.0,100.0,0.0
"Mandrakk vs Atmahn, The Night Judge",https://www.superherodb.com/90-614265/,Mandrakk,Dax Novu,DM,"Atmahn, The Night Judge",Bruce Wayne,Prime Earth,100.0,0.0,0.0
Circe vs Doctor Fate,https://www.superherodb.com/90-614259/,Circe,Circe,Prime Earth,Doctor Fate,Inza Cramer,Prime Earth,25.0,75.0,0.0
In-Betweener vs Abeloth,https://www.superherodb.com/90-614257/,In-Betweener,,Earth-616,Abeloth,Abeloth,SWL,100.0,0.0,0.0
Hawkman (Dragon Of Barbatos) vs Omega Knight,https://www.superherodb.com/90-614140/,Hawkman (Dragon Of Barbatos),Carter Hall,Prime Earth,Omega Knight,,Prime Earth,50.0,50.0,0.0
Red She-Hulk vs Vampire Jubilee,https://www.superherodb.com/90-614137/,Red She-Hulk,Betty Ross,Earth-616,Vampire Jubilee,Jubilation Lee,Earth-616,100.0,0.0,0.0
Doctor Strange (Black Priest) vs Nebula (Infinity Gauntlet),https://www.superherodb.com/90-614135/,Doctor Strange (Black Priest),Stephen Strange,Earth-616,Nebula (Infinity Gauntlet),,,100.0,0.0,0.0
Chaos War Hercules vs Agamotto,https://www.superherodb.com/90-614125/,Chaos War Hercules,Hercules,Earth-616,Agamotto,Agamotto,Earth-616,100.0,0.0,0.0
Alien X vs Martian Manhunter (Collective Unconscious),https://www.superherodb.com/90-614122/,Alien X,Celestialsapien,,Martian Manhunter (Collective Unconscious),J'onn J'onzz,,50.0,50.0,0.0
Multi-Infinity vs Infinites,https://www.superherodb.com/90-614100/,Multi-Infinity,Infinity,Earth-616,Infinites,,Earth-616,50.0,0.0,50.0
Captain Atom vs Doctor Polaris,https://www.superherodb.com/90-615096/,Captain Atom,Nathaniel Adam,Prime Earth,Doctor Polaris,Neal Emerson,Prime Earth,100.0,0.0,0.0
The First Lantern vs Starbrand,https://www.superherodb.com/90-615094/,The First Lantern,Volthoom,Earth-15,Starbrand,Kevin Connor,Earth-616,0.0,100.0,0.0
Red Onslaught vs Captain America (Hydra Armour),https://www.superherodb.com/90-615092/,Red Onslaught,,Earth-616,Captain America (Hydra Armour),Steve Rogers,Earth-61311,66.7,33.3,0.0
Hulk Killer vs Nimrod The Lesser,https://www.superherodb.com/90-615091/,Hulk Killer,,Earth-616,Nimrod The Lesser,Nimrod,Earth-TRN756,0.0,100.0,0.0
Nimrod The Hunter vs New Son,https://www.superherodb.com/90-615090/,Nimrod The Hunter,Nimrod,Earth-616,New Son,Remy LeBeau,Earth-9921,100.0,0.0,0.0
Devil Hulk vs Black Bolt,https://www.superherodb.com/90-615019/,Devil Hulk,Bruce Banner,,Black Bolt,Blackagar Boltagon,Earth-58163,100.0,0.0,0.0
Hulk (Green Scar) vs Black Bolt,https://www.superherodb.com/90-615006/,Hulk (Green Scar),Bruce Banner,Earth-616,Black Bolt,Blackagar Boltagon,Earth-58163,100.0,0.0,0.0
Death Seed Banshee vs Black Bolt,https://www.superherodb.com/90-614997/,Death Seed Banshee,Sean Cassidy,Earth-13133,Black Bolt,Blackagar Boltagon,Earth-58163,0.0,100.0,0.0
Death Seed Gambit vs New Son,https://www.superherodb.com/90-614813/,Death Seed Gambit,Remy Etienne LeBeau,Earth-616,New Son,Remy LeBeau,Earth-9921,0.0,0.0,100.0
Hulk (Green Scar) vs Death Seed Daken,https://www.superherodb.com/90-614491/,Hulk (Green Scar),Bruce Banner,Earth-616,Death Seed Daken,Akihiro,Earth-13133,100.0,0.0,0.0
Flash (Unmoored) vs Martian Manhunter (Collective Unconscious),https://www.superherodb.com/90-614419/,Flash (Unmoored),Wally West,Prime Earth,Martian Manhunter (Collective Unconscious),J'onn J'onzz,,0.0,100.0,0.0
Sun God vs Rankorr,https://www.superherodb.com/90-614418/,Sun God,Zoran,Earth-616,Rankorr,John Moore,,100.0,0.0,0.0
Mordru vs Phantom Stranger,https://www.superherodb.com/90-614416/,Mordru,Mordru,New 52,Phantom Stranger,Judas Iscariot,New 52,75.0,25.0,0.0
Shazam vs Sentry (Merged With Void),https://www.superherodb.com/90-614411/,Shazam,Billy Batson,Pre-Crisis,Sentry (Merged With Void),Robert Reynolds,Earth-616,0.0,100.0,0.0
Superboy-Prime vs Black Racer,https://www.superherodb.com/90-614408/,Superboy-Prime,Kal-El,Prime Earth,Black Racer,,Earth 55,100.0,0.0,0.0
God Emperor Doom vs Doctor Doom,https://www.superherodb.com/90-619836/,God Emperor Doom,Victor Von Doom,Earth-616,Doctor Doom,Victor Von Doom,Earth-90251,100.0,0.0,0.0
Apex Lex vs Thor,https://www.superherodb.com/90-619832/,Apex Lex,Lex Luthor,Prime Earth,Thor,Thor Odinson,Earth-10011,100.0,0.0,0.0
Batman (Amazo Virus) vs Batman (Superman's Powers),https://www.superherodb.com/90-619365/,Batman (Amazo Virus),Bruce Wayne,,Batman (Superman's Powers),Bruce Wayne,Prime Earth,0.0,50.0,50.0
Galactus vs Void Ghidorah,https://www.superherodb.com/90-619308/,Galactus,Galan,EMCU,Void Ghidorah,Void Ghidorah (full Embodiment / True Form),,0.0,100.0,0.0
Wonderful One vs Rl'nnd,https://www.superherodb.com/90-619279/,Wonderful One,Reuben Storm,Warp World,Rl'nnd,Rl'nnd,Earth-616,0.0,100.0,0.0
Super Skrull vs Rl'nnd,https://www.superherodb.com/90-618605/,Super Skrull,Kl?rt,Earth-616,Rl'nnd,Rl'nnd,Earth-616,0.0,100.0,0.0
Nimrod The Lesser vs Rl'nnd,https://www.superherodb.com/90-618576/,Nimrod The Lesser,Nimrod,Earth-TRN756,Rl'nnd,Rl'nnd,Earth-616,100.0,0.0,0.0
World Breaker Red She-Hulk vs Caiera,https://www.superherodb.com/90-618573/,World Breaker Red She-Hulk,Betty Ross,Earth-616,Caiera,Caiera The Oldstrong,Earth-7121,100.0,0.0,0.0
Gladiator Silver Surfer vs Silver Surfer,https://www.superherodb.com/90-615957/,Gladiator Silver Surfer,Norrin Radd,Earth-616,Silver Surfer,Norrin Radd,Earth-1610,0.0,100.0,0.0
World Breaker Red She-Hulk vs Silver Surfer (Post-Annihilation),https://www.superherodb.com/90-615721/,World Breaker Red She-Hulk,Betty Ross,Earth-616,Silver Surfer (Post-Annihilation),Norrin Radd,,100.0,0.0,0.0
Wonder Woman (Anti-Crisis Energy) vs Superman (Prime Trapper),https://www.superherodb.com/90-615374/,Wonder Woman (Anti-Crisis Energy),Diana Prince,Prime Earth,Superman (Prime Trapper),Kal-El,Prime Earth,100.0,0.0,0.0
Mordru vs Warlock (Infinity Entity),https://www.superherodb.com/90-615310/,Mordru,,Prime Earth,Warlock (Infinity Entity),Adam Warlock,,50.0,25.0,25.0
Nova vs President Superman,https://www.superherodb.com/90-615108/,Nova,Richard Rider,Earth-616,President Superman,Calvin Ellis,Earth-23,100.0,0.0,0.0
World Breaker Hulk (Power Cosmic) vs Carnage,https://www.superherodb.com/90-619909/,World Breaker Hulk (Power Cosmic),Bruce Banner,,Carnage,Logan,Earth-616,100.0,0.0,0.0
Iron Man (Ziran Armor) vs Abeloth (Avatar),https://www.superherodb.com/90-619906/,Iron Man (Ziran Armor),Tony Stark,,Abeloth (Avatar),Abeloth,SWL,100.0,0.0,0.0
Skaar vs Subjekt-17,https://www.superherodb.com/90-619901/,Skaar,Skaar,Earth-616,Subjekt-17,,Prime Earth,100.0,0.0,0.0
Ikaris vs Carnage (Dark),https://www.superherodb.com/90-619896/,Ikaris,Ikaris,Earth-616,Carnage (Dark),Kletus Casady,Earth-616,50.0,50.0,0.0
Magus vs Doctor Doom (Power Cosmic),https://www.superherodb.com/90-619894/,Magus,,Earth-616,Doctor Doom (Power Cosmic),Victor Von Doom,Doom Universe,0.0,100.0,0.0
G'nort vs Aggregor,https://www.superherodb.com/90-619893/,G'nort,G'nort Esplanade Gneesmacher,New 52,Aggregor,Aggregor,Ben 10,0.0,100.0,0.0
"Akhenaten vs Atmahn, The Night Judge",https://www.superherodb.com/90-619888/,Akhenaten,Amenhotep IV,Earth-616,"Atmahn, The Night Judge",Bruce Wayne,Prime Earth,100.0,0.0,0.0
Juggernaut vs Red Lantern,https://www.superherodb.com/90-619883/,Juggernaut,Cain Marko,Earth-616,Red Lantern,Guy Gardner,Prime Earth,0.0,100.0,0.0
The Queen Of Nevers vs The Wizard (Rock Of Eternity),https://www.superherodb.com/90-619877/,The Queen Of Nevers,Never Queen,Earth-616,The Wizard (Rock Of Eternity),Jebediah of Canaan,,100.0,0.0,0.0
Hela vs Sentry (Zombified),https://www.superherodb.com/90-619875/,Hela,,Earth-616,Sentry (Zombified),Robert Reynolds,Earth-91126,100.0,0.0,0.0
Monarch vs Superboy-Prime (Death Metal),https://www.superherodb.com/90-619871/,Monarch,Nathaniel Adam,Prime Earth,Superboy-Prime (Death Metal),Kal-El,DM,20.0,80.0,0.0
Surtur vs Cain (Spear of Destiny),https://www.superherodb.com/90-619861/,Surtur,Surtur,Earth-616,Cain (Spear of Destiny),Vandal Savage,Prime Earth,0.0,100.0,0.0
White Lantern (Life Equation) vs Trigon,https://www.superherodb.com/90-619856/,White Lantern (Life Equation),Kyle Rayner,Futures End,Trigon,Trigon,New 52,100.0,0.0,0.0
Upside Down Man vs Death Of Death,https://www.superherodb.com/90-619855/,Upside Down Man,,DM,Death Of Death,Death Of Death,Earth-616,50.0,50.0,0.0
Bizarro vs Lady Shazam,https://www.superherodb.com/90-619848/,Bizarro,Bizarro,Prime Earth,Lady Shazam,Mary Bromfield,Prime Earth,0.0,100.0,0.0
Imperiex vs Black Adam (Amulet of Isis),https://www.superherodb.com/90-619846/,Imperiex,Imperiex,Prime Earth,Black Adam (Amulet of Isis),Teth-Adam,,100.0,0.0,0.0
Apocalypse vs Annihilus (Cosmic Control Rod),https://www.superherodb.com/90-619843/,Apocalypse,En Sabah Nur,Earth-616,Annihilus (Cosmic Control Rod),Annihilus,Earth-616,0.0,100.0,0.0
Human Torch vs Invincible,https://www.superherodb.com/90-619840/,Human Torch,Johnny Storm,Earth-616,Invincible,Mark Grayson,Invincible,0.0,100.0,0.0
Tiamut vs Exitar The Executioner,https://www.superherodb.com/90-600925/,Tiamut,Tiamut,Earth-616,Exitar The Executioner,,Earth-616,100.0,0.0,0.0
The Fury vs Brainiac,https://www.superherodb.com/90-599358/,The Fury,,Earth-616,Brainiac,Vril Dox,One Million,0.0,100.0,0.0
Spectre vs Dormammu (Eternity's Power),https://www.superherodb.com/90-597874/,Spectre,Crispus Allen,Prime Earth,Dormammu (Eternity's Power),Dormammu,,25.0,75.0,0.0
Yuga Khan vs Tenebrous Of The Darkness Between,https://www.superherodb.com/90-597721/,Yuga Khan,Zonuz,Prime Earth,Tenebrous Of The Darkness Between,Tenebrous,Earth-616,0.0,100.0,0.0
Mephisto vs Infinity Man (Life Equation),https://www.superherodb.com/90-597458/,Mephisto,,Earth-616,Infinity Man (Life Equation),Drax,,0.0,100.0,0.0
Shaper Of Worlds vs Ares (True Form),https://www.superherodb.com/90-596811/,Shaper Of Worlds,Shaper Of Worlds,Earth-616,Ares (True Form),Ares,Prime Earth,100.0,0.0,0.0
Surtur vs Maker,https://www.superherodb.com/90-596567/,Surtur,Surtur,Earth-616,Maker,Maker,Earth-616,100.0,0.0,0.0
Professor X (Phoenix Force) vs Martian Manhunter (Collective Unconscious),https://www.superherodb.com/90-595068/,Professor X (Phoenix Force),Charles Xavier,,Martian Manhunter (Collective Unconscious),J'onn J'onzz,,0.0,100.0,0.0
Composite Superman vs Iron Man (Bleeding Edge Carbon),https://www.superherodb.com/90-594037/,Composite Superman,Joseph Meach,Prime Earth,Iron Man (Bleeding Edge Carbon),Tony Stark,,0.0,100.0,0.0
Trigon vs Chaos War Hercules,https://www.superherodb.com/90-593870/,Trigon,,Prime Earth,Chaos War Hercules,Hercules,Earth-616,0.0,0.0,100.0
Nova vs Avatar Of The White,https://www.superherodb.com/90-593290/,Nova,Frankie Raye,Earth-616,Avatar Of The White,Sam Zhao,Earth-2,100.0,0.0,0.0
Gladiator vs Supreme,https://www.superherodb.com/90-593258/,Gladiator,Kallark,Earth-616,Supreme,Ethan Crane,,50.0,50.0,0.0
Surtur vs Way Big,https://www.superherodb.com/90-593256/,Surtur,Surtur,MCU,Way Big,To'kustar,,50.0,50.0,0.0
Odin vs The Father Of Mortis,https://www.superherodb.com/90-593861/,Odin,Odin Borson,Earth-616,The Father Of Mortis,Bendu,SWL,100.0,0.0,0.0
Fallen One vs Shazam Day Of Vengeance,https://www.superherodb.com/90-593855/,Fallen One,Norrin Radd,Earth-TRN666,Shazam Day Of Vengeance,Billy Batson,,66.7,33.3,0.0
Imperiex vs Zone Child,https://www.superherodb.com/90-593854/,Imperiex,Imperiex,Prime Earth,Zone Child,,,100.0,0.0,0.0
General Grievous vs Darth Nox,https://www.superherodb.com/90-593843/,General Grievous,,Star Wars,Darth Nox,Remowa Alucard,SWL,0.0,100.0,0.0
Kylo Ren vs Purge Trooper (Anoat sector),https://www.superherodb.com/90-593841/,Kylo Ren,Ben Solo,Star Wars,Purge Trooper (Anoat sector),,Star Wars,100.0,0.0,0.0
Cade Skywalker vs Kirak Infil'a,https://www.superherodb.com/90-593840/,Cade Skywalker,,SWL,Kirak Infil'a,Kirak Infil'a,Star Wars,100.0,0.0,0.0
Supreme Leader Snoke vs Mother Talzin,https://www.superherodb.com/90-593838/,Supreme Leader Snoke,Snoke,Star Wars,Mother Talzin,Talzin,Star Wars,100.0,0.0,0.0
Monster Garou vs Bakugo(One For All),https://www.superherodb.com/90-593827/,Monster Garou,Garou,OPM,Bakugo(One For All),Katsuki Bakugo,MHA,100.0,0.0,0.0
